symbol,name,security_type,currency,sector,low_52_week,high_52_week,yield,avg_volume,company_ceo,company_debt,company_earnings_growth,company_gross_profit_margin,description,eps,inception_year,industry_name,market_cap,number_of_employees,pe_ratio,total_assets,primary_exchange,amount
ERTH,EarthRenew Inc,EQUITY,CAD,,0.145,0.4,0.0,120920.5789,"Keith Driver, MBA",3.6789,5.1345,-519.2742,"EarthRenew, Inc. operates as sustainable power-generation company, which engages in generating electricity from industrial natural gas turbine. The firm focuses on supporting a farm system that puts healthy soils and grower profitability back on the table. It transforms livestock waste into an organic fertilizer to be used by organic and traditional growers in Canada and the United States. The company was founded on November 16, 1987 and is headquartered in Toronto, Canada.",-0.0776,1987.0,Alternative Power Generation,13.1247,0.0,0.0,25.7422,CSE,0.2950
ESE,ESE Entertainment Inc.,EQUITY,CAD,,0.92,3.66,0.0,95019.9474,Konrad Marian Wasiela,0.1981,-603.6232,-77.6955,"ESE Entertainment, Inc. is an entertainment and technology company focuses on gaming and esports, particularly on media rights relating to esports, physical and digital content creation and distribution of esports related content. The firm business lines includes sponsorship and advertising; media rights; events and merchandise; and prize pools. It consists of multiple assets and world-class operators in the gaming and esports industries. The company was founded in 2019 by Konrad Marian Wasiela and is headquartered in Vancouver, CA.",-0.2913,2019.0,Movies Or Entertainment,2.94,0.0,0.0,15.9444,TSX-V,0.9800
ESG,Invesco S&P 500 ESG Index ETF CAD units,EQUITY,CAD,,24.94,31.99,0.0126,2490.0526,0,0.0,0.0,0.0,"ESG seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the S&P  500 ESG Index, or any successor thereto, on an unhedged basis, in the case of any unhedged units, or on a hedged basis, in the case of any hedged units.",0.0,0.0,Investment Trusts Or Mutual Funds,46.3155,0.0,0.0,0.0,TSX,28.0700
ESG.F,Invesco S&P 500 ESG Index ETF Hedged,EQUITY,CAD,,26.1,32.76,0.0127,2428.2105,0,0.0,0.0,0.0,"ESG seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the S&P  500 ESG Index, or any successor thereto, on an unhedged basis, in the case of any unhedged units, or on a hedged basis, in the case of any hedged units.",0.0,0.0,Investment Trusts Or Mutual Funds,17.328,0.0,0.0,0.0,TSX,29.2100
ESGA,BMO MSCI Canada ESG Leaders Index ETF,EQUITY,CAD,,32.77,38.98,0.0279,2122.2105,0,0.0,0.0,0.0,"The BMO MSCI Canada ESG Leaders Index ETF has been designed to replicate, to the extent possible, the",0.0,0.0,Investment Trusts Or Mutual Funds,135.4334,0.0,0.0,0.0,TSX,35.9000
ESGB,BMO ESG Corporate Bond Index ETF,EQUITY,CAD,,27.98,30.32,0.0315,1073.9474,0,0.0,0.0,0.0,"BMO ESG Corporate Bond Index ETF has been designed to replicate, to the extent possible, the performance  of the Bloomberg Barclays MSCI Canadian Corporate Sustainability SRI Index, net of expenses",0.0,0.0,Investment Trusts Or Mutual Funds,39.9834,0.0,0.0,0.0,TSX,28.0500
ESGC,Invesco S&P/TSX Composite ESG Index ETF,EQUITY,CAD,,22.79,26.57,0.0227,777.4737,0,0.0,0.0,0.0,"ESGC seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the S&P/TSX Composite ESG Index, or any successor thereto.",0.0,0.0,Investment Trusts Or Mutual Funds,50.544,0.0,0.0,0.0,TSX,25.8900
ESGE,BMO MSCI EAFE ESG Leaders Index ETF,EQUITY,CAD,,27.69,33.83,0.0295,6349.5263,0,0.0,0.0,0.0,"BMO MSCI EAFE ESG Leaders Index ETF seeks to replicate, to the extent possible, the performance of an  ESG-focused international equity markets index, net of expenses. Currently, BMO MSCI EAFE ESG Leaders Index ETF seeks to replicate the performance of the MSCI EAFE ESG Leaders Index",0.0,0.0,Investment Trusts Or Mutual Funds,63.5,0.0,0.0,0.0,TSX,28.5200
ESGF,BMO ESG US Corporate Bond Hedged to CAD Index ETF,EQUITY,CAD,,27.36,30.85,0.0322,1897.8947,0,0.0,0.0,0.0,"BMO ESG US Corporate Bond Hedged to CAD Index ETF seeks to replicate, to the extent possible, the  performance of an ESG-focused US corporate bond index, net of expenses. Currently, BMO ESG US Corporate Bond Hedged to CAD Index ETF seeks to replicate the performance of the Bloomberg Barclays MSCI US Corporate Sustainability SRI Index.",0.0,0.0,Investment Trusts Or Mutual Funds,24.2683,0.0,0.0,0.0,TSX,27.6600
ESGG,BMO MSCI Global ESG Leaders Index ETF,EQUITY,CAD,,32.92,41.14,0.0175,830.5789,0,0.0,0.0,0.0,"The BMO MSCI World ESG Leaders Index ETF has been designed to replicate, to the extent possible, the  performance of the MSCI World ESG Leaders Index, net of expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,25.8162,0.0,0.0,0.0,TSX,34.5500
ESGH,BMO ESG High Yield US Corporate Bond Index ETF CAD,EQUITY,CAD,,27.71,30.2,0.0537,74.8947,0,0.0,0.0,0.0,"BMO ESG High Yield US Corporate Bond Index ETF has been designed to replicate, to the extent possible, the performance of the Bloomberg Barclays MSCI US High Yield Liquid Corporate Sustainability SRI Index,",0.0,0.0,Investment Trusts Or Mutual Funds,5.474,0.0,0.0,0.0,TSX,27.7400
ESGH.F,BMO ESG High Yield US Corporate Bond Index ETF Hedged,EQUITY,CAD,,27.36,30.12,0.055,76.1053,0,0.0,0.0,0.0,"BMO ESG High Yield US Corporate Bond Index ETF has been designed to replicate, to the extent possible, the performance of the Bloomberg Barclays MSCI US High Yield Liquid Corporate Sustainability SRI Index,",0.0,0.0,Investment Trusts Or Mutual Funds,34.8928,0.0,0.0,0.0,TSX,27.3600
ESGO.P,ESG Capital 1 Inc,EQUITY,CAD,,0.36,0.7,0.0,0.0,"Robert S. Pollock, MBA",0.0,0.0,0.0,"ESG Capital 1, Inc. operates as capital pool company. It engages in the business of identification and evaluation of assets or businesses with a view to completing a proposed qualifying transaction. The company was founded on March 8, 2021 and is headquartered in Toronto, Canada.",-0.0375,0.0,Financial Conglomerates,2.19,0.0,0.0,0.3286,TSX-V,0.6000
ESGY,BMO MSCI USA ESG Leaders Index ETF,EQUITY,CAD,,34.33,43.83,0.0127,1635.4211,0,0.0,0.0,0.0,"The BMO MSCI USA ESG Leaders Index ETF has been designed to replicate, to the extent possible, the performance of the MSCI USA ESG Leaders Index, net of expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,1811.3996,0.0,0.0,0.0,TSX,37.6700
ESGY.F,BMO MSCI USA ESG Leaders Index ETF - Hedged,EQUITY,CAD,,29.874,37.61,0.0135,855.5263,0,0.0,0.0,0.0,"The BMO MSCI USA ESG Leaders Index ETF has been designed to replicate, to the extent possible, the performance of the MSCI USA ESG Leaders Index, net of expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,8.2228,0.0,0.0,0.0,TSX,33.2700
ESI,Ensign Energy Svs,EQUITY,CAD,"Oil and Gas, Mining, Materials",1.0,3.14,0.0,656987.4211,0,1463.471,-101.8876,-5.2872,"Ensign Energy Services, Inc. engages in the provision oilfield services to the crude oil and natural gas industries. It operates through the following geographical segments: Canada, United States, and International. Its services include drilling, directional drilling, and well servicing. The company was founded on March 31, 1987 and is headquartered in Calgary, Canada.",-0.984,1987.0,Contract Drilling,461.985,4160.0,0.0,2977.054,TSX,2.8500
ESK,Eskay Mining Corp,EQUITY,CAD,,1.92,3.55,0.0,89666.6316,Mac Balkam,0.0,-450.0,0.0,"Eskay Mining Corp. is an exploration company, which engages in the acquisition and exploration of mineral properties, and precious and base metal deposits in British Columbia, Canada. The firm holds interest in the SIB property, which is located at Eskay Creek, British Columbia and Corey mineral claims located in the Skeena Mining division. The company was founded on September 10, 1980 and is headquartered in Toronto, Canada.",-0.1782,1980.0,Precious Metals,528.9235,0.0,0.0,7.9004,TSX-V,3.2400
ESM,Euro Sun Mining Inc,EQUITY,CAD,"Mining, Materials",0.18,0.465,0.0,179440.9474,"Geoffrey Scott Moore, MBA",0.4743,45.0556,0.0,"Euro Sun Mining, Inc. operates as an exploration and development company. The firm focuses on gold and copper exploration on its property in Romania. It holds interests in the Rovina Valley Project and Stanija Prospect. The company was founded by Guy Charette on January 17, 2003 and is headquartered in Toronto, Canada.",-0.0889,2003.0,Precious Metals,34.9792,6.0,0.0,4.4242,TSX,0.2000
ESN,Essential Energy Services Ltd,EQUITY,CAD,"Manufacturing, Machinery, Oil and Gas, Mining, Engineering",0.27,0.55,0.0,82472.5789,Garnet K. Amundson,11.535,29.1892,5.5241,"Essential Energy Services Ltd. engages in the provision of oilfield services to oil and natural gas exploration and production companies. It operates through the Essential Coil Well Service (ECWS) and Tryton, and Corporate segments. The ECWS segment offers completion, production services and comprises fleet of coil tubing rigs, fluid and nitrogen pumpers, and ancillary equipment. The Tryton segment includes downhole tools and rental services. The Corporate segment refers to the corporate office and certain operational costs, which are managed on a group basis and are not allocated to the operating segments. The company was founded on April 4, 2006 and is headquartered in Calgary, Canada.",-0.0803,2006.0,Oilfield Services Or Equipment,62.4171,299.0,0.0,159.086,TSX,0.4375
ESNR,E79 Resources Corp,EQUITY,CAD,,0.24,1.65,0.0,54871.7895,Martin Joachim Pawlitschek,0.0,-332.7957,0.0,"E79 Resources Corp. operates as a junior mineral exploration company, which engages in the acquisition and exploration of mineral properties. The company was founded on September 27, 2018 and is headquartered in Vancouver, Canada.",-0.0805,2018.0,Precious Metals,39.0667,0.0,0.0,21.072,CSE,0.6000
ESX,Essex Minerals Inc,EQUITY,CAD,,0.05,0.25,0.0,18470.2632,Paul Robert Loudon,0.0,74.8939,0.0,"Essex Minerals, Inc. engages in the acquisition and exploration of mineral properties. Its projects include Gold Stream Joint Venture. The company was founded on November 19, 2012 and is headquartered in Vancouver, Canada.",-0.0414,2012.0,Other Metals Or Minerals,2.1548,0.0,0.0,3.3682,TSX-V,0.0550
ET,Evertz Technologies Limited,EQUITY,CAD,,12.103,14.8257,0.0479,13161.8947,Romolo Magarelli,27.971,31.7265,55.4386,"Evertz Technologies Ltd. engages in the provision of television broadcast equipment and solutions that deliver content to television sets, on-demand services, WebTV, IPTV, and mobile devices. It operates through the following geographical segments: United States, International, and Canada. The company was founded on May 28, 1981 and is headquartered in Burlington, Canada.",0.8225,1981.0,Electronic Production Equipment,1108.4123,1715.0,17.67,422.89,TSX,14.5300
ETC,Evolve Cryptocurrencies ETF,EQUITY,CAD,,7.58,15.79,0.0,14413.7368,0,0.0,0.0,0.0,"The Evolve Funds investment objective is to provide holders of Units with exposure to the daily price movements of certain digital assets selected  by the Manager from time to time, on a market capitalization basis, while experiencing minimal tracking error by investing in other publicly offered  investment funds managed by the Manager",0.0,0.0,Investment Trusts Or Mutual Funds,27.1677,0.0,0.0,0.0,TSX,8.8000
ETF,Eastfield Resources Ltd.,EQUITY,CAD,,0.06,0.1,0.0,19040.0,Bill Morton,0.3988,175.0,0.0,"Eastfield Resources Ltd. engages in the acquisition, exploration, and development of mineral properties. Its portfolio includes Zymo, Iron Lake, Indata, Naggie, and Big Valley projects. The company was founded on February 3, 1986 and is headquartered in Vancouver, Canada.",0.0024,1986.0,Other Metals Or Minerals,4.0916,0.0,33.33,3.6813,TSX-V,0.0800
ETG,Entree Resources Ltd,EQUITY,CAD,"Mining, Materials",0.69,1.12,0.0,104394.0,Stephen Victor Scott,12.9143,1.3158,0.0,"Entrée Resources Ltd. operates as a mineral exploration company that focuses on the exploration, development, and acquisition of base metal projects. The firm explores for gold and copper metals. Its projects includes two separate land holdings Oyu Tolgoi mining and Entrée/Oyu Tolgoi. The company was founded by Cary Pinkowski on July 19, 1995 and is headquartered in Vancouver, Canada.",-0.045,1995.0,Precious Metals,173.6398,9.0,0.0,9.2619,TSX,0.9100
ETHC,Ether Capital Corp,EQUITY,CAD,,2.02,5.85,0.0,71198.5,Brian Mosoff,0.0,0.0,0.0,"Ether Capital Corp. is a technology company. It intends to become the central business and investment hub for the Ethereum ecosystem. It invests in “Ether” as a strategic asset and acquire Ethereum-based businesses. The company was founded on December 11, 2009 and is headquartered in Toronto, Canada.",0.5537,2009.0,Packaged Software,100.6546,2.0,5.38,177.4636,AEQUITAS NEO EXCHANGE,2.9800
ETHH,Purpose Ether ETF CAD denominated currency hedged units,EQUITY,CAD,,7.6,21.63,0.0,168938.3684,0,0.0,0.0,0.0,The Fund has been created to buy and hold substantially all of its assets in long-term holdings of Ether and seeks to provide holders of ETF Units (Unitholders) with the opportunity for long-term capital appreciation. See Investment Objectives.,0.0,0.0,Investment Trusts Or Mutual Funds,194.95,0.0,0.0,0.0,TSX,11.1400
ETHH.B,Purpose Ether ETF CAD denomi non-currency hedged units,EQUITY,CAD,,7.61,21.8,0.0,192865.3158,0,0.0,0.0,0.0,The Fund has been created to buy and hold substantially all of its assets in long-term holdings of Ether and seeks to provide holders of ETF Units (Unitholders) with the opportunity for long-term capital appreciation. See Investment Objectives.,0.0,0.0,Investment Trusts Or Mutual Funds,126.3222,0.0,0.0,0.0,TSX,11.5100
ETHH.J,Purpose Ether ETF CAD Non-Currency Hedged Carbon Offset,EQUITY,CAD,,5.52,11.15,0.0,2645.6316,0,0.0,0.0,0.0,0,0.0,0.0,Investment Trusts Or Mutual Funds,0.7162,0.0,0.0,0.0,TSX,6.1800
ETHI,Horizons ETFs Management Canada Inc (Class A),EQUITY,CAD,,41.63,52.46,0.0145,3929.8421,0,0.0,0.0,0.0,"Horizons ETHI seeks to replicate, to the extent possible, the performance of the Nasdaq Future Global Sustainability Leaders USD Index, net of expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,94.7408,0.0,0.0,0.0,TSX,42.3900
ETHQ,3iQ Coinshares Ether ETF,EQUITY,CAD,,8.66,24.77,0.0,28720.0,0,0.0,0.0,0.0,"Seeks to provide holders of units with exposure to digital currency ether (ether) and the daily price movements of the U.S. dollar price of ether, and the opportunity for long-term capital appreciation.",0.0,0.0,Investment Trusts Or Mutual Funds,0.0,0.0,0.0,0.0,TSX,13.0700
ETHR,Ether ETF  CAD Unhedged,EQUITY,CAD,,7.66,21.84,0.0,64167.1053,0,0.0,0.0,0.0,The Evolve Funds investment objective is to provide Unitholders with exposure to the daily price movements of the U.S. dollar price of Ether while experiencing minimal tracking error by utilizing the benefits of the creation and redemption processes offered by the exchange traded fund structure,0.0,0.0,Investment Trusts Or Mutual Funds,10.7936,0.0,0.0,0.0,TSX,11.5600
ETHX.B,CI Galaxy Ethereum ETF  CAD Unhedged,EQUITY,CAD,,7.76,22.38,0.0,587062.3684,0,0.0,0.0,0.0,The ETF's investment objective is to provide holders of units exposure to Ether through an institutional-quality fund platform.,0.0,0.0,Investment Trusts Or Mutual Funds,461.0742,0.0,0.0,0.0,TSX,11.8300
ETHY,Purpose Ether Yield ETF,EQUITY,CAD,,4.7,9.9,0.0595,93794.3158,0,0.0,0.0,0.0,The fund seeks to provide unitholders with (a) monthly distributions and (b) long-term capital appreciation. The fund will achieve its investment objectives primarily by obtaining exposure to Ether and by implementing a derivatives based strategy in respect of portfolio securities,0.0,0.0,Investment Trusts Or Mutual Funds,28.9148,0.0,0.0,0.0,TSX,5.4300
ETHY.B,Purpose Ether Yield ETF Non-Currency Hedged,EQUITY,CAD,,5.16,11.83,0.0683,30998.3158,0,0.0,0.0,0.0,The fund seeks to provide unitholders with (a) monthly distributions and (b) long-term capital appreciation. The fund will achieve its investment objectives primarily by obtaining exposure to Ether and by implementing a derivatives based strategy in respect of portfolio securities.,0.0,0.0,Investment Trusts Or Mutual Funds,15.8895,0.0,0.0,0.0,TSX,5.9400
ETI,EnviroMetal Technologies Inc,EQUITY,CAD,,0.235,0.87,0.0,90234.6842,Duane A. Nelson,0.3341,25.2964,-347.5435,"EnviroMetal Technologies, Inc. engages in the development and marketing of hydrometallurgical precious metals extraction. It focuses on mining sector for the treatment of ores, concentrates, and tailings; and the E-waste management sector for the treatment of electronic waste streams. The company was founded on October 21, 2016 and is headquartered in Alberta, Canada.",-0.0756,2016.0,Chemicals Specialty,25.2979,0.0,0.0,15.3771,CSE,0.2700
ETMC,E3 Metals Corp,EQUITY,CAD,"Mining, Materials",1.53,3.49,0.0,86874.2105,Christopher Doornbos,0.2925,-60.1709,0.0,"E3 Metals Corp. operates as an exploration company, which engages in the acquisition and exploration of petro-brine lithium resource properties. The company was founded on August 19, 1998 and is headquartered in Calgary, Canada.",-0.0937,1998.0,Chemicals Specialty,126.5051,0.0,0.0,19.8905,TSX-V,2.1900
ETR,Etruscus Resources Corp,EQUITY,CAD,,0.1,0.38,0.0,31508.4737,Fiore Aliperti,0.01,46.8672,0.0,"Etruscus Resources Corp. engages in the exploration and development of the natural resource properties. It holds interest in Sugar; and Rock & Roll Properties. The company was founded on July 1, 2017 and is headquartered in Vancouver, Canada.",-0.0212,2017.0,Precious Metals,3.297,0.0,0.0,5.2411,CSE,0.1700
ETU,E2Gold Inc,EQUITY,CAD,,0.085,0.3,0.0,143151.1053,"Eric O. Owens, PhD",0.0,0.0,0.0,"E2Gold, Inc. engages in the exploration and development of gold, minerals and metal properties. It focuses on the identification, acquisition, exploration and development of properties for the potential mining of gold and other minerals and metals. The company was founded by Eric O. Owens on October 25, 2018 and is headquartered in Toronto, Canada.",-0.0744,2018.0,Precious Metals,9.0674,0.0,0.0,4.0696,TSX-V,0.0950
EU,enCore Energy Corp,EQUITY,CAD,,0.95,2.27,0.0,601834.6842,William Paul Goranson,0.2712,-569.0476,0.0,"enCore Energy Corp. is engaged in the acquisition and exploration of resource properties. Its projects portfolio includes the Kingsville Dome, Rosita, Vasquez, Butler Ranch in Texas; Crownpoint & Hosta Butte, Nose Rock, Cebolleta, Juan Tafoya, West Largo, Ambrosia Lake-Treeline, Marquez, and Checkerboard Mineral Rights in New Mexico; Moonshine Springs in Arizona; and White Canyon District in Utah. The company was founded on October 30, 2009 and is headquartered in Vancouver, Canada.",-0.0562,2009.0,Other Metals Or Minerals,494.0193,0.0,0.0,36.3224,TSX-V,1.6600
EVE,Eve & Co Inc,EQUITY,CAD,,0.105,0.49,0.0,19487.5789,Melinda Rombouts,20.2069,35.2126,-432.0813,"Eve & Co., Inc. engages in the production and sale of dried cannabis, cannabis plants and cannabis seeds. The company was founded on June 6, 2014 and is headquartered in Strathroy, Canada.",-0.2057,2014.0,Financial Conglomerates,3.3143,0.0,0.0,50.3963,TSX-V,0.1050
EVER,Evergold Corp,EQUITY,CAD,,0.105,0.425,0.0,124320.8947,Kevin M. Keough,0.0,63.2141,0.0,"Evergold Corp. engages in the acquisition, exploration, and development of mineral properties. It has interests in Snoball, Golden Lion, Rockland, Holy Cross, and Spanish Lake properties . The company was founded on October 30, 2015 and is headquartered in Toronto, Canada.",-0.0689,2015.0,Precious Metals,8.9764,0.0,0.0,4.2239,TSX-V,0.1200
EVG,Evolving Gold Corp,EQUITY,CAD,,0.275,1.0,0.0,0.0,"Charles E. Jenkins, CPA",0.0,53.2305,0.0,"Evolving Gold Corp. is a gold exploration company. It engages in the acquisition, exploration, and development of natural resource properties. Its focus is focus is Canadian based mineral exploration properties, including the Lithium Lakes and Toro properties. The company was founded by Lawrence Allan Dick on June 19, 2003 and is headquartered in Vancouver, Canada.",-0.0485,2003.0,Precious Metals,0.79,0.0,0.0,0.0449,CSE,0.3500
EVGN,EverGen Infrastructure Corp,EQUITY,CAD,,3.46,6.48,0.0,20568.5263,Chase Edgelow,10.0,0.0,0.0,"EverGen Infrastructure Corp. operates renewable natural gas infrastructure platform. It acquires, develops, builds, own and operate a portfolio of renewable natural gas, waste to energy, and related infrastructure projects. The company was founded by Mischa Zajtmann and Chase Edgelow in 2020 and is headquartered in Vancouver, Canada.",0.0,2020.0,Miscellaneous Commercial Services,66.434,0.0,0.0,80.933,TSX-V,4.9700
EVNI,EV Nickel Inc.,EQUITY,CAD,,0.135,0.6,0.0,125378.2105,0,0.0,0.0,0.0,0,0.0,0.0,Other Metals Or Minerals,0.0,0.0,0.0,0.0,TSX-V,0.2600
EVT,Economic Investment Trust Limited,EQUITY,CAD,,116.0,136.0,0.009,373.0,Duncan N. R. Jackman,0.0,590.475,93.99,"Economic Investment Trust Limited (“Economic” or the “Company”) was the first closed end investment trust formed in Canada in 1927. The trust was sponsored by the chartered accounting firm of George A. Touche & Company.  The initial capitalization consisted of 32,250 shares issued in 1927 at $50 for a total of $1,612,500. In addition, $1,000,000 of 30-year 5% Collateral Trust Gold Bonds were issued in 1927, making the total amount of initial capital subscribed $2,612,500.  Economic is a closed-end investment corporation, the shares of which trade on the Toronto Stock Exchange under the symbol “EVT”. Economic is an investment vehicle for long-term growth through investments in common equities, as management believes that over long periods of time, common equities, as an asset class, will outperform fixed-income instruments or balanced funds. From time to time, however, assets of the Company may be invested in interest-bearing short-term securities pending the selection of suitable equity investments.",37.9126,1927.0,Investment Trusts Or Mutual Funds,746.6191,0.0,3.53,1194.545,TSX,133.6700
EVX,European Electric Metals Inc,EQUITY,CAD,,0.06,0.27,0.0,2525.5263,Fred A. C. Tejada,0.0,80.2092,0.0,"European Electric Metals, Inc. operates as an exploration stage company. It engages in the acquisition and exploration of natural resource properties in Albania and Portugal. Its projects include Rehova and Skroska. The company was founded on September 29, 2006 and is headquartered in Vancouver, Canada.",-0.0227,2006.0,Other Metals Or Minerals,0.3977,0.0,0.0,0.0448,TSX-V,0.0750
EWG,Eat Well Investment Group Inc,EQUITY,CAD,,0.36,1.24,0.0,149877.3684,Marc Aneed,28.325,-303.0162,0.0,"Eat Well Investment Group Inc. engages in the provision of venture capital funding to early stage seed investments and investment in marketable securities. The company was founded on October 23, 2007 and is headquartered in Vancouver, Canada.",-0.1737,2007.0,Miscellaneous,50.1307,0.0,0.0,45.6538,CSE,0.4300
EWK,Earthworks Industries Inc.,EQUITY,CAD,,0.19,0.5,0.0,24458.8947,David Brent Atkinson,7.9706,12.8788,0.0,"Earthworks Industries, Inc. operates as a holding and international development company. The firm focuses on environmentally sound management practices and projects for both the private and public sectors. Its strategy is to align itself with native Americans and first nations to identify and develop viable, mutually profitable projects. The company was founded by David Brent Atkinson on March 2, 1984 and is headquartered in Vancouver, Canada.",-0.0115,1984.0,Environmental Services,23.4501,0.0,0.0,11.0318,TSX-V,0.2650
EWS,Environ Waste International,EQUITY,CAD,,0.05,0.54,0.0,50662.6316,"Robert MacBean, MBA",0.7611,65.8537,-181.5641,"Environmental Waste International, Inc. engages in the design, development, and sale of environmentally sound devices for its patented Reverse Polymerization process. It deals with environmental waste disposal, including the development, advancement, licensing and sale of its technology and related machines. The company was founded on October 31, 1987 and is headquartered in Whitby, Canada.",-0.0056,1987.0,Miscellaneous Commercial Services,15.5051,0.0,0.0,2.8663,TSX-V,0.0600
EXE,Extendicare Inc,EQUITY,CAD,"Consulting, Healthcare",6.51,8.71,0.0619,235352.5789,"Michael R. Guerriere, PhD, MBA",536.851,-78.7929,9.685,"Extendicare, Inc. is a holding company, which engages in the provision of nursing care, home health care, retirement living, and management and consulting services. It operates through the following business segments: Long-Term Care, Retirement Living, Home Health Care, and Other Services. The Long-Term Care segment represents long-term care centers the company owns and operates in the country. The Retirement Living segment includes acquired retirement communities, and newly constructed and opened communities. The Other Services segment also offers contract services, consulting and group purchasing services to third parties. The company was founded by Harold Livergant and John MacKay on August 7, 1968 and is headquartered in Markham, Canada.",0.1279,1968.0,Hospital Or Nursing Management,695.005,0.0,60.67,900.323,TSX,7.7600
EXN,Excellon Resources Inc,EQUITY,CAD,,0.76,4.41,0.0,35739.8947,Brendan T. Cahill,11.9755,-163.2771,-62.1985,"Excellon Resources, Inc. engages in the exploration and development of mineral properties. It focuses Platosa Mine property. The company was founded in 1987 and is headquartered in Toronto, Canada.",-1.6389,1987.0,Precious Metals,56.5239,0.0,0.0,77.3222,TSX,1.7100
EXRO,Exro Technologies Inc,EQUITY,CAD,,1.16,5.14,0.0,442257.9474,Susanne Ozdemir,4.143,-88.2006,0.0,"Exro Technologies, Inc. is a clean technology company, which engages in the production of electronics for electric motors, batteries, and generators. It focuses on commercializing its patented coil driver technology and proprietary system architecture for power electronics, as well as the battery control system technology as stationary energy storage. The company was founded by Jonathan Ritchey on February 11, 2014 and is headquartered in Mesa, AZ.",-0.1914,2014.0,Electrical Products,156.21,0.0,0.0,49.2749,TSX,1.2900
FAF,Fire & Flower Holdings Corp,EQUITY,CAD,Cannabis,4.03,13.5,0.0,50167.2105,Trevor Fencott,52.691,55.504,23.6321,"Fire & Flower Holdings Corp. engages in the sale of cannabis products. It operates through the following segments: Retail, Wholesale Distribution, Digital Platform, and Corporate. The Retail and Wholesale Distribution segments offers cannabis products and accessories to the adult-use market in provinces where the sale of cannabis is legal. The Digital Platform segment develops digital experiences and retail analytical insights. The company was founded on December 12, 2017 and is headquartered in Toronto, Canada.",-2.5498,2017.0,Agricultural Commodities Or Milling,181.3271,238.0,0.0,224.871,TSX,5.0600
FANS,Fansunite Entertainment Inc,EQUITY,CAD,,0.315,1.44,0.0,523373.5263,Scott Burton,0.0604,61.2817,-8578.2527,"FansUnite Entertainment, Inc. engages in the operation of a sports and entertainment company. It provides technology solutions, products, and services in the global gaming and entertainment industries. The company was founded by Darius Eghdami and Duncan McIntyre on September 6, 2017 and is headquartered in Vancouver, Canada.",-0.058,2017.0,Internet Retail,69.9851,0.0,0.0,54.6715,CSE,0.3300
FAP,Aberdeen Asia-Pacific Income Fund VCC,EQUITY,CAD,Finance,2.85,3.3,0.0931,67723.1579,0,0.0,0.0,0.0,Functions as a closed-end investment fund or Investment trust,0.0,0.0,Investment Trusts Or Mutual Funds,147.1593,0.0,0.0,0.0,TSX,2.9000
FAR,Foraco International SA.,EQUITY,CAD,,0.6,2.45,0.0,11121.3158,Daniel Simoncini,138.5221,623.9303,14.5357,"Foraco International SA engages in the provision of drilling services to water supply and mining industry. It operates through Mining and Water segments. The Mining segment deals in drilling services offered to the mining and energy industry during the exploration, development, and production phases of mining projects. The Water segment covers drilling services for drinking water, irrigation water, and industrial water. The company was founded on June 7, 1997 and is headquartered in Marseille, France.",0.4568,1997.0,Engineering And Construction,197.006,2891.0,4.38,288.9986,TSX,2.0000
FARM,Deveron Corp,EQUITY,CAD,,0.52,0.93,0.0,101129.8421,"David A. MacMillan, CFA",1.3728,-59.3264,-226.4529,"Deveron Corp. is an agriculture technology company, which engages in the provision of drone data services and data analytics to the farming sector. The firm focuses on providing data acquisition services and data analytics in North America. It operates through USA and Canada geographical segments. Its products include UAV or drone imagery; imagery and targeted soil sampling; research products; imagery and fungicide script; imagery and corn nitrogen script; and soil sampling collection service. The company was founded on March 28, 2011 and is headquartered in Toronto, Canada.",-0.0615,2011.0,Packaged Software,55.5796,0.0,0.0,22.2675,TSX-V,0.6300
FAT,Foremost Lithium Resource & Technology Ltd,EQUITY,CAD,,0.095,0.435,0.0,1157269.4211,Scott Taylor,0.1156,16.4894,0.0,"Foremost Lithium Resource & Technology Ltd. engages in the exploration, acquisition, and development of mineral resources. Its project portfolio includes Winston Gold & Silver, Zoro Lithium and Hidden Lake. The company was founded on July 7, 2005 and is headquartered in Vancouver, Canada.",-0.0157,2005.0,Other Metals Or Minerals,42.0928,0.0,0.0,7.4499,CSE,0.3200
FBAL,Fidelity Investment Trust - Series L,EQUITY,CAD,,9.84,11.5,0.0115,38089.6,0,0.0,0.0,0.0,The ETF aims to achieve capital growth through total returns by using a strategic asset allocation approach. It invests primarily in underlying Fidelity ETFs that provide exposure to a diversified portfolio of global equity and fixed income securities.,0.0,0.0,Investment Trusts Or Mutual Funds,45.6218,0.0,0.0,0.0,AEQUITAS NEO EXCHANGE,10.2700
