symbol,name,security_type,currency,sector,low_52_week,high_52_week,yield,avg_volume,company_ceo,company_debt,company_earnings_growth,company_gross_profit_margin,description,eps,inception_year,industry_name,market_cap,number_of_employees,pe_ratio,total_assets,primary_exchange,amount
FHH.F,First Trust AlphaDEX U.S. Health Care Sector Index ETF Hedged,ETF,CAD,ETFs,29.86,35.11,0.0,32.3158,0,0.0,0.0,0.0,"The First Trust ETF seeks to replicate, to the extent possible, the performance of the StrataQuant Health Care Index (Index), net of expenses. The investment strategy of the First Trust ETF is to invest in and hold the Constituent Securities.",0.0,0.0,Investment Trusts Or Mutual Funds,1.501,0.0,0.0,0.0,TSX,30.5400
FHQ,First Trust Alphadex Tech Sec ETF,ETF,CAD,ETFs,64.1,83.44,0.0148,654.2632,0,0.0,0.0,0.0,"The First Trust ETF seeks to replicate, to the extent possible, the performance of the StrataQuant Technology Index (Index), net of expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,48.8625,0.0,0.0,0.0,TSX,65.5700
FHQ.F,First Trust AlphaDEX U.S. Technology Sector Index ETF Hedged,ETF,CAD,ETFs,39.07,51.41,0.0142,120.0,0,0.0,0.0,0.0,"The First Trust ETF seeks to replicate, to the extent possible, the performance of the StrataQuant Technology Index (Index), net of expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,7.878,0.0,0.0,0.0,TSX,42.9200
FIE,BlackRock iShares Canadian Financial Monthly Income ETF,ETF,CAD,ETFs,7.46,8.64,0.0596,187194.2105,0,0.0,0.0,0.0,"FIEs investment objective is to maximize total return for Unitholders, consisting of distributions and capital",0.0,0.0,Investment Trusts Or Mutual Funds,953.095,0.0,0.0,0.0,TSX,8.0600
FIG,CI First Asset Investment Grade Bond ETF,ETF,CAD,ETFs,10.17,11.18,0.0378,30975.6842,Paul Sandhu,0.0,0.0,0.0,"The ETFs investment objectives are: (i) to provide unitholders with monthly cash distributions, and (ii) to maximize total returns for unitholders consisting primarily of monthly distributions, while reducing risk and preserving capital.",0.0,2009.0,Investment Trusts Or Mutual Funds,778.7861,0.0,0.0,0.0,TSX,10.1700
FLBA,Franklin Liberty Core Balanced ETF,ETF,CAD,ETFs,22.82,26.34,0.0225,157.0,0,0.0,0.0,0.0,Seeks to provide a balance of long-term capital appreciation and current income by investing primarily in a diversified portfolio of North American equity and fixed income securities.,0.0,0.0,Investment Trusts Or Mutual Funds,7.188,0.0,0.0,0.0,TSX,24.0900
FLCI,Franklin Liberty Canadian Investment Grade Corporate ETF,ETF,CAD,ETFs,18.4,20.13,0.0356,3638.3684,0,0.0,0.0,0.0,Seeks to provide long-term capital growth and current income by investing primarily in investment grade corporate debt issued by Canadian corporations.,0.0,0.0,Investment Trusts Or Mutual Funds,48.048,0.0,0.0,0.0,TSX,18.4000
FLDM,Franklin LibertyQT International Equity Index ETF,ETF,CAD,ETFs,19.62,22.38,0.0381,1177.9474,0,0.0,0.0,0.0,"Seeks to deliver investment results that closely correspond, before fees and expenses, to the performance of the LibertyQ International Equity Index. The underlying index seeks to achieve a lower level of risk and higher risk-adjusted performance than the MSCI EAFE Index over the long term.",0.0,0.0,Investment Trusts Or Mutual Funds,5.913,0.0,0.0,0.0,TSX,19.7100
FLEM,Franklin LibertyQT Emerging Markets Index ETF,ETF,CAD,ETFs,16.37,19.29,0.049,1156.1579,0,0.0,0.0,0.0,"Seeks to replicate, to the extent reasonably possible before fees and expenses, the performance of LibertyQ Emerging Markets Index, or any successor thereto. It invests primarily in equity securities of issuers located in emerging markets.",0.0,0.0,Investment Trusts Or Mutual Funds,11.606,0.0,0.0,0.0,TSX,16.9700
FLGD,Franklin Libertyqt Global Dividend Index ETF FLGD,ETF,CAD,ETFs,21.99,25.39,0.0287,758.2105,0,0.0,0.0,0.0,"Franklin LibertyQT Global Dividend Index ETF seeks to replicate, to the extent reasonably possible before fees and expenses, the performance of LibertyQ Global Dividend Index-NR, or any successor thereto. It invests primarily in dividend-paying equity securities of issuers located in developed and emerging markets.",0.0,0.0,Investment Trusts Or Mutual Funds,2.9362,0.0,0.0,0.0,TSX,23.7600
FLI,CI First Asset U.S. & Canada Lifeco Income ETF,ETF,CAD,ETFs,9.43,11.35,0.0657,19328.2632,Barry Huntly Gordon,0.0,0.0,0.0,FLI invests in a portfolio of publicly-traded common equity securities of the ten largest U.S. and Canadian life insurance companies by market capitalization.,0.0,2010.0,Investment Trusts Or Mutual Funds,137.4231,0.0,0.0,0.0,TSX,10.1600
FLRM,Franklin Liberty Risk Managed Canadian Equity ETF,ETF,CAD,ETFs,22.65,26.49,0.0259,149.9474,0,0.0,0.0,0.0,Seeks to provide long-term capital appreciation with reduced volatility relative to the broad Canadian equity market by investing primarily in a diversified portfolio of Canadian equities.,0.0,0.0,Investment Trusts Or Mutual Funds,7.524,0.0,0.0,0.0,TSX,25.0600
FLUS,Franklin LibertyQT U.S. Equity Index ETF,ETF,CAD,ETFs,28.22,35.35,0.0199,2427.6316,0,0.0,0.0,0.0,"Seeks to deliver investment results that closely correspond, before fees and expenses, to the performance of the LibertyQ U.S. Large Cap Equity Index.",0.0,0.0,Investment Trusts Or Mutual Funds,68.904,0.0,0.0,0.0,TSX,31.3200
FLX,Purpose Global Flexible Credit Fund,ETF,CAD,ETFs,7.29,8.12,0.0478,1777.3158,0,0.0,0.0,0.0,"The Funds investment objectives are to maximize total return from current income and long-term capital appreciation by investing in a diversified mix of global fixed-rate and floating-rate debt securities, including high-income securities.",0.0,0.0,Investment Trusts Or Mutual Funds,49.6876,0.0,0.0,0.0,TSX,7.4300
FPR,CI First Asset Preferred Share ETF,ETF,CAD,ETFs,22.46,24.87,0.0394,517.4737,Paul Sandhu,0.0,0.0,0.0,"The Funds investment objective is to provide Unitholders with: (a) regular distributions, and (b) the opportunity for capital appreciation from the performance of a portfolio comprised primarily of preferred shares of North American issuers.",0.0,2009.0,Investment Trusts Or Mutual Funds,84.1968,0.0,0.0,0.0,TSX,23.3100
FQC,CI First Asset MSCI Canada Quality Index Class ETF,ETF,CAD,ETFs,27.38,30.64,0.0141,2208.4211,Paul Sandhu,0.0,0.0,0.0,The ETF's investment objective is to provide holders of units exposure to Ether through an institutional-quality fund platform.,0.0,2009.0,Investment Trusts Or Mutual Funds,43.043,0.0,0.0,0.0,TSX,29.3500
FSF,CI First Asset Global Financial Sector ETF,ETF,CAD,ETFs,21.3,26.78,0.0082,12570.7895,Paul Sandhu,0.0,0.0,0.0,FSFs investment objective is to seek long-term total returns consisting of long-term capital appreciation and regular dividend income from an actively managed portfolio composed primarily of securities of issuers in the global financial services sector across developed and emerging markets.,0.0,2009.0,Investment Trusts Or Mutual Funds,1074.5462,0.0,0.0,0.0,TSX,22.4100
FSL,First Trust Senior Loan ETF CAD-Hedged,ETF,CAD,ETFs,17.33,18.24,0.0297,1744.5789,0,0.0,0.0,0.0,"First Trust Senior Loan ETF seeks to provide Unitholders with a high level of current income by investing primarily in a diversified portfolio of senior floating rate loans and debt securities, with capital appreciation as a secondary objective.",0.0,0.0,Investment Trusts Or Mutual Funds,48.5161,0.0,0.0,0.0,TSX,17.3700
FST,First Trust Canadian Capital Strength ETF Common,ETF,CAD,ETFs,36.98,42.83,0.0186,202.6842,0,0.0,0.0,0.0,First Trust Canadian Capital Strength ETF seeks to provide Unitholders with long term capital  appreciation by investing primarily in securities traded on a Canadian exchange or market.,0.0,0.0,Investment Trusts Or Mutual Funds,42.1564,0.0,0.0,0.0,TSX,40.8500
FTB,First Trust Tactical Bond Index ETF,ETF,CAD,ETFs,15.39,16.9,0.039,81.2105,0,0.0,0.0,0.0,"The First Trust Tactical Bond Index ETF (the First Trust ETF) seeks to replicate, to the extent possible, the performance of a total return fixed income index, net of expenses. Currently, the First Trust ETF seeks to replicate the performance of the NASDAQ Canadian Preservation CAD TR IndexSM, net of expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,3.08,0.0,0.0,0.0,TSX,15.4200
FUD,First Trust Value Line Dividend Index ETF CAD-Hedged,ETF,CAD,ETFs,31.32,35.94,0.016,217.8947,0,0.0,0.0,0.0,"First Trust Value Line Dividend Index ETF (CAD-Hedged) seeks to replicate, to the extent possible, the performance of the Value Line Dividend Index on a currency hedged basis (the Index), net of expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,11.8196,0.0,0.0,0.0,TSX,33.7900
FXM,CI First Asset Morningstar Canada Value Index ETF,ETF,CAD,ETFs,17.83,22.02,0.0205,6026.0,Paul Sandhu,0.0,0.0,0.0,"FXM has been designed to replicate, to the extent possible, the performance of the Morningstar Canada Target Value Index (the Index), net of expenses. FXM invests in equity securities of the largest and most liquid Canadian issuers based on proprietary research generated by Morningstar.",0.0,2009.0,Investment Trusts Or Mutual Funds,276.3198,0.0,0.0,0.0,TSX,21.9500
HAB,Horizons ETFs Management Canada Inc (Class E),ETF,CAD,ETFs,10.27,11.35,0.031,14768.4211,0,0.0,0.0,0.0,"The investment objective of Horizons HAB is to seek long-term capital growth and generate high income. Horizons HAB invests primarily in a portfolio of debt (including debt-like securities) of Canadian and U.S. companies, directly, or indirectly through investments in securities of other investment funds, including Listed Funds (as defined herein).",0.0,0.0,Investment Trusts Or Mutual Funds,404.5562,0.0,0.0,0.0,TSX,10.3000
HAC,Horizons Seasonal Rotation ETF - Class E,ETF,CAD,ETFs,22.7,26.21,0.0,4664.4211,0,0.0,0.0,0.0,"HAC seeks to provide long term capital appreciation in all market cycles by tactically allocating its exposure amongst equities, fixed income, commodities and currencies during periods that have historically demonstrated seasonal trends.",0.0,0.0,Investment Trusts Or Mutual Funds,227.0922,0.0,0.0,0.0,TSX,26.0500
HAD,Horizons ETFs Management Canada Inc (Class E),ETF,CAD,ETFs,9.69,10.5,0.0219,3088.0,0,0.0,0.0,0.0,The investment objective of Horizons HAD is to seek long-term returns primarily through maximized interest income and capital appreciation. Horizons HAD invests primarily in a portfolio of Canadian debt (including debt-like securities) denominated in Canadian dollars.,0.0,0.0,Investment Trusts Or Mutual Funds,45.608,0.0,0.0,0.0,TSX,9.7300
HAF,Horizons ETFs Management Canada Inc (Class E),ETF,CAD,ETFs,7.36,7.87,0.0261,637.8947,0,0.0,0.0,0.0,"HAF seeks to provide Unitholders with: (i) a stable stream of monthly distributions, and (ii) the opportunity for capital appreciation through a tactical asset allocation strategy that includes managing the duration and yield of its exposure to debt (including debt-like securities) according to the prevailing interest rate environment.",0.0,0.0,Investment Trusts Or Mutual Funds,29.1539,0.0,0.0,0.0,TSX,7.4100
HAL,Horizons ETFs Management Canada Inc (Class E),ETF,CAD,ETFs,17.29,21.51,0.0278,8072.8947,0,0.0,0.0,0.0,The investment objective of Horizons HAL is to seek long-term total returns consisting of regular dividend income and long-term capital growth. Horizons HAL invests primarily in equity securities of North American companies with above average dividend yields.,0.0,0.0,Investment Trusts Or Mutual Funds,106.665,0.0,0.0,0.0,TSX,21.3200
HAZ,Horizons ETFs Management Canada Inc (Class E),ETF,CAD,ETFs,23.99,30.85,0.0192,4065.0,0,0.0,0.0,0.0,The investment objective of Horizons HAZ is to seek long-term returns consisting of regular dividend income and modest long-term capital growth. Horizons HAZ invests primarily in equity and equity related securities of companies with operations located anywhere in the world.,0.0,0.0,Investment Trusts Or Mutual Funds,213.1278,0.0,0.0,0.0,TSX,27.1300
HBLK,Blockchain Technologies ETF Class A units,ETF,CAD,ETFs,15.06,31.35,0.0,10732.7368,0,0.0,0.0,0.0,"The Blockchain Technologies ETF seeks to replicate, to the extent reasonably possible and before  fees and expenses, the performance of the Harvest Blockchain Technologies Index.",0.0,0.0,Investment Trusts Or Mutual Funds,37.224,0.0,0.0,0.0,TSX,15.5100
HEE,Horizons ETFs Management Canada Inc (Class E),ETF,CAD,ETFs,6.37,12.49,0.0445,9214.5789,0,0.0,0.0,0.0,"The investment objective of Horizons HEE is to provide Unitholders with: (a) exposure to the performance of an equal weighted portfolio of Canadian companies that are involved in the crude oil and natural gas industry, and (b) monthly distributions of dividend and call option income.",0.0,0.0,Investment Trusts Or Mutual Funds,44.5006,0.0,0.0,0.0,TSX,11.9600
HEF,Horizons Enhanced Income Financials ETF,ETF,CAD,ETFs,8.42,9.9,0.0598,983.6842,0,0.0,0.0,0.0,"The investment objective of Horizons HEF is to provide Unitholders with: (a) exposure to the performance of an equal weighted portfolio of Canadian banking, finance and financial services companies, and (b) monthly distributions of dividend and call option income.",0.0,0.0,Investment Trusts Or Mutual Funds,17.379,0.0,0.0,0.0,TSX,9.3500
HEJ,Horizons ETFs Management Canada Inc (Class E),ETF,CAD,ETFs,5.02,5.95,0.058,1826.7895,0,0.0,0.0,0.0,"The investment objective of Horizons HEJ is to provide Unitholders with: (a) exposure to the performance of an equal weighted portfolio of large capitalization international, non-North American, companies, and (b) monthly distributions of dividend and call option income.",0.0,0.0,Investment Trusts Or Mutual Funds,9.8417,0.0,0.0,0.0,TSX,5.1700
HEP,Horizons Enhanced Income Gold Producers ETF,ETF,CAD,ETFs,25.31,33.91,0.0581,26972.6316,0,0.0,0.0,0.0,"The investment objective of Horizons HEF is to provide Unitholders with: (a) exposure to the performance of an equal weighted portfolio of Canadian banking, finance and financial services companies, and (b) monthly distributions of dividend and call option income.",0.0,0.0,Investment Trusts Or Mutual Funds,195.8952,0.0,0.0,0.0,TSX,31.8300
HERO,Evolve E Gaming Index ETF - Hedged ETF,ETF,CAD,ETFs,28.6,40.05,0.0069,6063.0526,0,0.0,0.0,0.0,"HERO seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the Solactive eGaming Index, or any successor thereto (the HERO Index). HERO primarily invests in equity securities of companies listed domestically and globally, and other issuers, with business activities in the gaming industry.",0.0,0.0,Investment Trusts Or Mutual Funds,49.113,0.0,0.0,0.0,TSX,28.7600
HEX,Horizons ETFs Management Canada Inc (Class E),ETF,CAD,ETFs,6.25,7.27,0.0585,2647.6842,0,0.0,0.0,0.0,"The investment objective of Horizons HEX is to provide Unitholders (as defined below) with: (a) exposure to the performance of an equal weighted portfolio of large capitalization Canadian companies, and (b) monthly distributions of dividend and call option income.",0.0,0.0,Investment Trusts Or Mutual Funds,24.9926,0.0,0.0,0.0,TSX,7.2300
HFR,Horizons Active Ultra-Short Term Investment Grade Bond ETF -,ETF,CAD,ETFs,9.85,10.14,0.0123,24712.9474,0,0.0,0.0,0.0,The investment objective of Horizons HFR is to generate income that is consistent with prevailing Canadian shortterm corporate bond yields while reducing the potential effects of Canadian interest rate fluctuations on Horizons HFR.,0.0,0.0,Investment Trusts Or Mutual Funds,562.4528,0.0,0.0,0.0,TSX,9.8700
HGY,Horizons ETFs Management Canada Inc (Class E),ETF,CAD,ETFs,4.96,5.59,0.0546,47986.9474,0,0.0,0.0,0.0,"The investment objectives of Horizons HGY are to provide Unitholders with: (i) exposure to the price of gold bullion hedged to the Canadian dollar, less the ETFs fees and expenses, (ii) tax-efficient monthly distributions, and (iii) in order to mitigate downside risk and generate income, exposure to a covered call option writing strategy.",0.0,0.0,Investment Trusts Or Mutual Funds,72.6697,0.0,0.0,0.0,TSX,5.4100
HHL,Harvest Healthcare Leaders Income ETF - Class A,ETF,CAD,ETFs,7.725,8.95,0.0831,223389.0,0,0.0,0.0,0.0,"The Harvest Healthcare Leaders Income ETFs investment objective is to provide Unitholders with (i) the opportunity for capital appreciation, (ii) monthly cash distributions, and (iii) lower overall volatility of portfolio returns than would otherwise be experienced by owning Equity Securities of the Healthcare Leaders (as defined below) directly.",0.0,0.0,Investment Trusts Or Mutual Funds,827.4675,0.0,0.0,0.0,TSX,8.4200
HIG,Global Healthcare Income & Growth Fund. - Brompton Global Healthcare Income & Growth ETF,ETF,CAD,ETFs,9.18,11.37,0.0628,5773.0,0,0.0,0.0,0.0,0,0.0,0.0,Investment Trusts Or Mutual Funds,67.8517,0.0,37.888,0.0,TSX,9.6400
HMMJ,Horizons Marijuana Life Sciences Index ETF,ETF,CAD,ETFs,4.96,14.15,0.0112,113760.1053,0,0.0,0.0,0.0,"Horizons HMMJ seeks to replicate, to the extent possible, the performance of the North American Marijuana Index,net of expenses. The North American Marijuana Index is designed to provide exposure to the performance of a basket of North American publicly listed companies with significant business activities in the marijuana industry.",0.0,0.0,Investment Trusts Or Mutual Funds,220.0557,0.0,0.0,0.0,TSX,5.0200
HMP,AlphaPro Management Inc (Class E),ETF,CAD,ETFs,9.62,10.18,0.0207,2409.2105,0,0.0,0.0,0.0,The investment objective of Horizons HMP is to seek to provide unitholders with a high level of income by investing,0.0,0.0,Investment Trusts Or Mutual Funds,88.2425,0.0,0.0,0.0,TSX,9.6600
HPR,Horizons Active Preferred Sh ETF - Class E,ETF,CAD,ETFs,8.96,9.92,0.0435,122750.4211,0,0.0,0.0,0.0,"The investment objective of Horizons HPR is to provide dividend income while preserving capital by investing primarily in preferred shares of Canadian companies. Horizons HPR may also invest in preferred shares of companies located in the United States, debt securities of Canadian and U.S. issuers",0.0,0.0,Investment Trusts Or Mutual Funds,1680.9894,0.0,0.0,0.0,TSX,9.1700
HSL,Horizons ETFs Management Canada Inc (Class E),ETF,CAD,ETFs,8.97,9.42,0.0146,231.5789,0,0.0,0.0,0.0,"To seek to provide Unitholders with a high level of current income by investing primarily in a diversified portfolio of U.S. senior secured floating rate loans, which are generally rated below investment grade and debt securities, with capital appreciation as a secondary objective",0.0,0.0,Investment Trusts Or Mutual Funds,23.0124,0.0,0.0,0.0,TSX,9.0800
HUBL,Harvest US Bank Leaders Income ETF Class A units,ETF,CAD,ETFs,15.6,18.85,0.0624,3214.2632,0,0.0,0.0,0.0,"Harvest US Bank Leaders Income ETF is a core US financials portfolio focused on the dominant bank and financial companies in the US. The ETF is designed to provide a consistent monthly income with an opportunity for growth. In order to generate an enhanced monthly distribution yield, an active covered call strategy is engaged",0.0,0.0,Investment Trusts Or Mutual Funds,32.841,0.0,0.0,0.0,TSX,16.1000
HUTL,Harvest Equal Weight Global Utilities Income ETF,ETF,CAD,ETFs,18.6,20.54,0.0912,23306.3158,0,0.0,0.0,0.0,"The Harvest Equal Weight Global Utilities Income ETFs investment objectives are to provide Unitholders with (i)  monthly cash distributions, (ii) the opportunity for capital appreciation, and (iii) lower overall volatility of portfolio  returns than would otherwise be experienced by owning Equity Securities of the Global Utility Issuers directly.",0.0,0.0,Investment Trusts Or Mutual Funds,96.3,0.0,0.0,0.0,TSX,19.2600
HWF,Middlefield Ltd - Middlefield Health & Wellness ETF,ETF,CAD,ETFs,11.26,13.65,0.0411,149.4737,0,0.0,0.0,0.0,0,0.0,0.0,Investment Trusts Or Mutual Funds,0.0,0.0,0.0,0.0,TSX,12.3700
HYBR,Horizons ETFs Management Canada Inc (Class E),ETF,CAD,ETFs,8.95,10.09,0.0424,5005.1053,0,0.0,0.0,0.0,"The investment objective of the ETF is to seek to provide unitholders with a high level of income by investing in a portfolio of debt and other debt-like securities, including but not limited to hybrid corporate debt (Hybrids), Alternative Tier 1 Capital (AT1) (such as LRCNs),",0.0,0.0,Investment Trusts Or Mutual Funds,80.9736,0.0,0.0,0.0,TSX,9.2500
HYI,Horizons ETFs Management Canada Inc (Class E),ETF,CAD,ETFs,8.49,9.35,0.0476,4689.3684,0,0.0,0.0,0.0,"Horizons Active High Yield Bond ETFs (the ETF) investment objectives are to provide Unitholders with: (i) high total return income, and (ii) monthly distributions. The ETF invests, directly or indirectly, primarily in high-yield debt securities of North American companies.",0.0,0.0,Investment Trusts Or Mutual Funds,66.2592,0.0,0.0,0.0,TSX,8.5400
IGCF,PIMCO Investment Grade Credit Fund ETF,ETF,CAD,ETFs,18.8,21.02,0.0272,921.0526,0,0.0,0.0,0.0,"The investment objective of the Fund is to maximize current income consistent with preservation of capital and prudent investment management. It invests primarily in non-Canadian dollar high quality corporate bonds diversified broadly across industries, issuers, and regions.",0.0,0.0,Investment Trusts Or Mutual Funds,0.0,0.0,0.0,0.0,TSX,18.8200
ILV,Invesco S&P International Developed Low Volatility Index ETF - CAD,ETF,CAD,ETFs,19.95,22.9,0.0376,738.4737,0,0.0,0.0,0.0,"Invesco S&P International Developed Low Volatility Index ETF (ILV) (the ETF) seeks to replicate, before fees and expenses, the performance of its underlying index, the S&P BMI International Developed Low Volatility Index.",0.0,0.0,Investment Trusts Or Mutual Funds,16.4551,0.0,0.0,0.0,TSX,21.1100
INOC,Horizons Inovestor Canadian Equity Index ETF - Class A,ETF,CAD,ETFs,11.81,13.41,0.0183,311.6316,0,0.0,0.0,0.0,"Horizons INOC seeks to replicate, to the extent possible, the performance of the Nasdaq Inovestor Canada Index, net of expenses. The Nasdaq Inovestor Canada Index is a large capitalization equity index of diversified constituents which are selected largely from the Canadian equity universe.",0.0,0.0,Investment Trusts Or Mutual Funds,34.1382,0.0,0.0,0.0,TSX,12.9200
KILO,Purpose Gold Bullion Fund,ETF,CAD,ETFs,25.57,31.21,0.0,3546.9474,0,0.0,0.0,0.0,"The fund has been created to buy and hold substantially all of its assets in gold bullion and, incidental thereto, minor amounts of gold certificates, if any. The fund will not change its fundamental investment objectives unless the consent of a majority of the funds unitholders has been obtained.",0.0,0.0,Investment Trusts Or Mutual Funds,103.569,0.0,0.0,0.0,TSX,30.0200
LIFE,Evolve Global Healthcare Enhanced Yield Fund Hedged,ETF,CAD,ETFs,20.68,24.85,0.0712,10311.4737,0,0.0,0.0,0.0,"LIFE seeks to replicate, to the extent reasonably possible before fees and expenses, the performance of the Solactive Global Healthcare 20 Index Canadian Dollar Hedged, while mitigating downside risk.",0.0,0.0,Investment Trusts Or Mutual Funds,159.936,0.0,0.0,0.0,TSX,21.7600
LIFE.B,Evolve Global Healthcare Enhanced Yield Fund Unhedged,ETF,CAD,ETFs,22.18,26.57,0.0661,1539.2105,0,0.0,0.0,0.0,"LIFE seeks to replicate, to the extent reasonably possible before fees and expenses, the performance of the Solactive Global Healthcare 20 Index Canadian Dollar Hedged, while mitigating downside risk.",0.0,0.0,Investment Trusts Or Mutual Funds,37.52,0.0,0.0,0.0,TSX,23.5700
LS,Middlefield Healthcare & Life Sciences ETF,ETF,CAD,ETFs,10.15,12.28,0.0549,2765.3684,0,0.0,0.0,0.0,"The investment objectives of Life Sciences are to provide Life Sciences Unitholders with: (a) stable monthly cash distributions, and (b) enhanced long-term total return through capital appreciation of the Life Sciences investment portfolio.",0.0,0.0,Investment Trusts Or Mutual Funds,80.4642,0.0,0.0,0.0,TSX,10.9400
MCLC,Manulife Multifactor Canadian Large Cap Index ETF Unhedged,ETF,CAD,ETFs,28.8,35.09,0.0184,172.5263,0,0.0,0.0,0.0,"MCLC seeks to track the performance of the John Hancock Dimensional Canadian Large Cap Equity Index  (CAD), before fees and expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,418.92,0.0,0.0,0.0,TSX,35.0000
MCSB,Mackenzie Canadian Short Term Fixed Income ETF Series E,ETF,CAD,ETFs,19.65,20.46,0.1325,1434.4737,0,0.0,0.0,0.0,"Mackenzie Canadian Short Term Fixed Income ETF seeks to provide a steady flow of income with an emphasis on capital preservation by investing mainly in fixed-income securities issued in Canada by governments, governmentrelated entities and corporations.",0.0,0.0,Investment Trusts Or Mutual Funds,25.48,0.0,0.0,0.0,TSX,19.6800
MCSM,Manulife Multifactor Canadian SMID Cap Index ETF Unhedged,ETF,CAD,ETFs,32.23,38.85,0.0137,403.2632,0,0.0,0.0,0.0,"MCSM seeks to track the performance of the John Hancock Dimensional Canadian SMID Cap Equity Index  (CAD), before fees and expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,130.7895,0.0,0.0,0.0,TSX,38.0100
MEME.B,Manulife Multifactor Emerging Markets Index ETFUnhedged,ETF,CAD,ETFs,26.4,31.62,0.023,1894.4211,0,0.0,0.0,0.0,"The ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the John Hancock Dimensional Emerging Markets Index (CAD)  (Index), or any successor thereto.",0.0,0.0,Investment Trusts Or Mutual Funds,397.32,0.0,0.0,0.0,TSX,27.0200
MGB,Mackenzie Core Plus Global Fixed Income ETF,ETF,CAD,ETFs,17.76,19.97,0.0333,5868.6316,0,0.0,0.0,0.0,Mackenzie Core Plus Global Fixed Income ETF seeks to provide a steady flow of income with an emphasis on capital  preservation by investing primarily in investment-grade fixed-income securities denominated in Canadian or foreign  currencies that are issued by companies or governments.,0.0,0.0,Investment Trusts Or Mutual Funds,144.054,0.0,0.0,0.0,TSX,18.1200
MIND,Horizons Active A.I. Global Equity ETF - Class A,ETF,CAD,ETFs,23.04,29.07,0.0058,114.3158,0,0.0,0.0,0.0,Horizons MIND is to seek long-term equity returns through direct or indirect investments in major global equity markets using a basket of primarily North American Listed Funds. The ETF allocates its equity market exposure using a proprietary artificial intelligence selection process that extracts patterns from analyzing data,0.0,0.0,Investment Trusts Or Mutual Funds,3.4586,0.0,0.0,0.0,TSX,23.2000
MINT.B,Manulife Multifactor Developed International - Unhedged,ETF,CAD,ETFs,26.67,31.82,0.0309,72.1053,0,0.0,0.0,0.0,"MINT seeks to track the performance of the John Hancock Dimensional Developed International Index (CAD Hedged), before fees and expenses.",0.0,0.0,Investment Trusts Or Mutual Funds,491.7312,0.0,0.0,0.0,TSX,27.7000
MIVG,Mackenzie Ivy Global Equity ETF Series E,ETF,CAD,ETFs,26.02,29.35,0.0068,480.4737,0,0.0,0.0,0.0,"Mackenzie Ivy Global Equity ETF seeks to provide long-term capital growth, consistent with protection of capital, by investing primarily in a broad range of equity securities within developed markets, anywhere in the world.",0.0,0.0,Investment Trusts Or Mutual Funds,29.5895,0.0,0.0,0.0,TSX,26.1500
MKB,Mackenzie Core Plus Canadian Fixed Income ETF,ETF,CAD,ETFs,20.08,21.74,0.0233,8411.4737,0,0.0,0.0,0.0,"Mackenzie Core Plus Canadian Fixed Income ETF seeks to provide a steady flow of income with an emphasis on capital preservation by investing primarily in investment-grade Canadian government, corporate fixed-income and/or asset-backed securities with maturities of more than one year.",0.0,0.0,Investment Trusts Or Mutual Funds,523.084,0.0,0.0,0.0,TSX,20.0800
MPCF,Mackenzie Portfolio Completion ETF Series E,ETF,CAD,ETFs,19.11,20.47,0.0233,438.7368,0,0.0,0.0,0.0," Mackenzie Portfolio Completion ETF (MPCF) seeks to provide diversification, long-term capital appreciation and the potential for income by investing primarily in a diversified portfolio of alternative asset classes, including non-traditional equity and fixed-income, currencies and commodities.",0.0,0.0,Investment Trusts Or Mutual Funds,4.1559,0.0,0.0,0.0,TSX,19.8500
MUB,Mackenzie Unconstrained Bond ETF,ETF,CAD,ETFs,19.0,20.8,0.0369,36685.8947,0,0.0,0.0,0.0,"Mackenzie Unconstrained Bond ETF seeks to provide a positive total return over a market cycle, regardless of market conditions, by investing primarily in fixedincome securities of issuers anywhere in the world and in derivative instruments.",0.0,0.0,Investment Trusts Or Mutual Funds,998.6725,0.0,0.0,0.0,TSX,19.1500
MULC,Manulife Multifactor U.S. Large Capital - Hedged,ETF,CAD,ETFs,38.89,45.92,0.01,271.2632,0,0.0,0.0,0.0,"The ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the John Hancock Dimensional Large Cap Index (CAD Hedged) (Index), or any successor thereto.",0.0,0.0,Investment Trusts Or Mutual Funds,12.21,0.0,0.0,0.0,TSX,41.0200
MULC.B,Manulife Multifactor U.S. Large Cap Index ETF Unhedged,ETF,CAD,ETFs,38.04,46.48,0.0101,246.4737,0,0.0,0.0,0.0,"The ETF seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the John Hancock Dimensional Large Cap Index (CAD Hedged) (Index), or any successor thereto.",0.0,0.0,Investment Trusts Or Mutual Funds,53.508,0.0,0.0,0.0,TSX,41.4400
